source,binarize,gt,lt,vol,k,balance_labeled_data,vectorize_label,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,2.0,10.0,100,56,False,True,986,56,2,8,8,20,0.01,L2,0.001,1.25,0.67,0.68,-0.00703173355996,-0.00177662758793,19.0,0.68
GQ,True,1.0,10.0,100,15,False,True,1116,15,2,14,14,20,0.1,L2,0.1,1.53,0.72,0.67,-2.0000974349e-05,0.0,19.0,0.67
GQ,True,2.0,20.0,0,56,False,True,1456,56,2,5,5,20,0.1,L1,0.001,2.07,0.66,0.65,0.00116484660122,0.000924257759784,14.0,0.65
GQ,True,2.0,100.0,100,75,False,True,2519,75,2,45,45,20,0.1,L2,0.0001,3.97,0.59,0.74,-0.00721469810077,-0.00150979532164,19.0,0.74
GQ,True,1.0,10.0,1000,35,False,True,1116,35,2,32,32,20,1.0,L2,0.01,1.57,0.7,0.69,0.00013856327014700006,-1.48645672761e-05,19.0,0.69
GQ,True,2.0,5.0,100,61,False,True,403,61,2,51,51,20,0.0001,L2,0.01,0.55,0.41,0.51,-0.012100568269700001,0.0051122202056899995,18.0,0.51
GQ,True,0.0,50.0,0,2,False,True,2436,2,2,1,1,20,0.01,L1,0.001,3.11,0.66,0.65,-0.00206396021823,-0.00141616253277,19.0,0.65
GQ,True,1.0,20.0,0,23,False,True,1586,23,2,15,15,20,1.0,L2,0.1,1.87,0.72,0.67,7.786119848860001e-06,0.0,19.0,0.67
GQ,True,1.0,10.0,100,83,False,True,1116,83,2,54,54,20,0.1,L1,0.001,1.74,0.69,0.69,-3.8615002743e-05,-0.000195992072231,19.0,0.69
GQ,True,0.0,10.0,0,31,False,True,1218,31,2,6,6,20,0.1,L1,0.01,1.97,0.7,0.69,7.37176440841e-05,-2.4500907441e-05,19.0,0.69
GQ,True,2.0,100.0,1000,55,False,True,2519,55,2,48,48,20,0.1,L1,0.1,3.11,0.72,0.67,-3.0847181396e-05,-1.11022302463e-16,19.0,0.67
GQ,True,0.0,10.0,100,40,False,True,1218,40,2,22,22,20,0.001,L2,0.01,2.06,0.26,0.56,-0.0144266614901,-0.0064145997176899994,19.0,0.56
GQ,True,1.0,10.0,100,65,False,True,1116,65,2,14,14,20,0.001,L2,0.01,1.67,0.25,0.62,-0.0203045544454,-0.000655802686633,19,0.62
